transaction_id,investor_id,amfi_code,fund_name,transaction_type,amount,transaction_date,kyc_status
744,86784,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,50014,2026-04-13,Pending
745,97450,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,58191,2026-02-25,Verified
746,14183,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,68367,2026-03-20,Verified
747,42286,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,97475,2025-12-01,Pending
748,70583,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,15689,2025-02-09,Verified
749,79410,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,99583,2026-01-26,Verified
750,44130,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,87286,2025-11-10,Verified
751,81243,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,37783,2025-08-01,Pending
752,32058,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,49184,2025-05-15,Verified
753,35693,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,30438,2025-10-18,Verified
754,78475,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,65256,2025-03-29,Verified
755,84769,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,32494,2026-01-21,Verified
756,14131,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,67924,2025-05-07,Pending
757,28743,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,26187,2025-04-24,Pending
758,44840,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,13355,2026-02-20,Pending
759,46270,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,48466,2025-06-08,Verified
760,81664,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,33322,2026-04-07,Pending
761,50303,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,65113,2025-02-17,Verified
762,26876,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,86539,2026-03-01,Verified
763,31529,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,48299,2025-04-11,Verified
764,71607,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,11176,2025-12-13,Verified
765,72912,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,82160,2025-11-18,Verified
766,57240,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,44894,2026-04-30,Pending
767,61155,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,46833,2025-04-21,Verified
768,12286,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,24542,2025-11-28,Pending
769,57146,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,5963,2025-07-09,Verified
770,13577,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,4039,2025-08-20,Pending
771,38682,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,20503,2025-03-04,Verified
772,42283,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,52434,2025-08-31,Pending
773,32312,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,54381,2026-05-10,Verified
774,17230,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,68875,2026-04-12,Pending
775,45838,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,50222,2025-04-21,Verified
776,24365,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,70641,2025-01-22,Pending
777,63456,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,48924,2026-04-22,Verified
778,54672,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,50922,2025-08-08,Verified
779,24362,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,37272,2026-04-26,Verified
780,41008,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,40591,2025-01-02,Pending
781,43140,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,30331,2025-10-03,Pending
782,79148,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,78901,2026-03-24,Verified
783,41924,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,14959,2025-04-11,Verified
784,19136,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,55671,2025-01-16,Verified
785,38983,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,56586,2026-01-09,Pending
786,45558,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,1417,2026-03-02,Pending
787,76494,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,8420,2025-09-24,Verified
788,59254,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,36740,2025-08-17,Verified
789,93097,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,78459,2025-05-04,Pending
790,67397,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,95309,2025-04-02,Verified
791,87549,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,47898,2026-01-31,Pending
792,75332,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,44223,2025-03-22,Verified
793,54821,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,87694,2025-01-16,Verified
794,19492,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,52577,2025-04-30,Pending
795,19376,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,63246,2026-03-23,Verified
796,34649,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,5909,2026-05-06,Verified
797,83794,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,56030,2025-09-26,Verified
798,22367,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,18219,2026-02-25,Verified
799,52513,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,24092,2026-03-29,Verified
800,77238,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,76580,2026-03-19,Verified
801,66900,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,56876,2025-02-12,Pending
802,10970,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,45525,2025-09-20,Pending
803,87311,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,43843,2026-04-01,Verified
804,16529,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,84013,2025-06-30,Verified
805,75428,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,53110,2025-08-29,Pending
806,52200,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,17017,2026-04-25,Verified
807,75739,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,34304,2025-05-19,Pending
808,91098,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,49600,2025-08-18,Verified
809,92279,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,54603,2025-02-04,Verified
810,52098,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,11236,2025-12-13,Verified
811,14152,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,96048,2025-04-18,Pending
812,91492,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,4706,2026-01-13,Verified
813,78743,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,59295,2025-07-04,Verified
814,81057,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,81835,2025-08-30,Pending
815,57535,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,54195,2026-02-28,Verified
816,92084,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,62274,2025-01-19,Verified
817,37490,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,88181,2025-10-03,Verified
818,49969,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,12347,2025-06-07,Verified
819,87414,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,32611,2025-01-26,Verified
820,47919,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,17538,2025-08-19,Verified
821,60236,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,24327,2026-03-04,Pending
822,41919,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,17372,2025-12-19,Pending
823,28054,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,33185,2025-05-09,Verified
824,48963,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,6825,2026-02-21,Pending
825,41539,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,64162,2025-07-31,Verified
826,87970,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,94681,2025-03-20,Pending
827,56977,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,79910,2026-03-08,Verified
828,10784,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,10651,2025-06-30,Verified
829,10754,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,30304,2025-12-08,Verified
830,44249,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,55499,2026-01-05,Verified
831,39592,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,52787,2025-07-17,Pending
832,87589,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,9648,2026-02-17,Verified
833,68316,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,82180,2025-07-16,Pending
834,60474,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,3463,2025-11-29,Pending
835,75973,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,50629,2026-01-23,Pending
836,88214,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,83513,2025-09-15,Verified
837,20837,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,44713,2025-07-12,Verified
838,84932,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,15822,2025-10-24,Verified
839,84437,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,48055,2025-01-29,Verified
840,44870,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,14417,2026-03-23,Verified
841,61564,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,2180,2025-11-14,Verified
842,85666,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,19149,2025-01-29,Verified
843,58814,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,60720,2026-02-15,Verified
844,85373,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,99326,2025-09-02,Pending
845,51658,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,36066,2025-11-02,Pending
846,96523,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,28257,2025-09-06,Pending
847,31692,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,52252,2026-05-12,Pending
848,82781,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,76292,2025-04-13,Verified
849,95085,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,82777,2026-03-31,Verified
850,10332,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,68900,2025-08-21,Verified
851,81698,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,2513,2025-07-18,Pending
852,18185,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,87490,2025-11-11,Verified
853,33686,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,3347,2026-05-05,Pending
854,26267,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,89303,2025-07-31,Verified
855,99801,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,69415,2025-10-06,Pending
856,77746,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,15589,2025-10-23,Verified
857,66299,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,24718,2026-04-19,Pending
858,77156,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,66790,2026-03-02,Verified
859,38988,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,29865,2025-08-14,Verified
860,40690,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,6466,2025-12-27,Pending
861,11522,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,93827,2025-12-26,Pending
862,40453,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,45893,2025-04-16,Verified
863,79460,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,53803,2025-08-30,Verified
864,83859,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,71391,2025-05-05,Verified
865,52022,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,37939,2026-01-19,Verified
866,97655,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,17208,2025-09-20,Pending
867,76131,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,97608,2025-10-15,Verified
868,82105,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,83140,2026-03-14,Pending
869,78933,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,2835,2025-06-01,Verified
870,48637,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,43255,2025-08-01,Pending
871,26845,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,99320,2025-11-15,Verified
872,91571,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,84487,2025-08-01,Verified
873,98077,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,30498,2025-01-11,Pending
874,53875,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,29983,2025-02-27,Pending
875,18319,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,45471,2026-01-19,Pending
876,88181,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,11146,2025-06-08,Pending
877,81922,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,31975,2025-08-07,Verified
878,61989,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,50125,2025-08-27,Pending
879,27511,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,47427,2025-02-24,Verified
880,23002,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,10656,2026-02-22,Pending
881,27200,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,34443,2026-04-04,Pending
882,63262,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,98987,2025-12-10,Verified
883,48613,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,20713,2026-01-24,Pending
884,16815,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,98319,2026-04-04,Verified
885,99205,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,55771,2025-10-22,Verified
886,14581,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,45211,2025-05-10,Pending
887,48115,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,98189,2025-11-12,Pending
888,57065,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,1721,2026-03-31,Pending
889,99943,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,17825,2025-11-11,Pending
890,32566,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,48192,2025-06-30,Pending
891,66133,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,40263,2025-08-27,Verified
892,73678,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,89979,2026-01-30,Pending
893,31954,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,91000,2025-08-09,Verified
894,99193,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,63007,2025-03-30,Verified
895,78295,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,55160,2025-11-09,Verified
896,79044,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,99178,2025-11-19,Verified
897,10678,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,61079,2025-07-25,Pending
898,16854,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,34804,2026-04-03,Verified
899,11995,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,19506,2026-03-28,Pending
900,16781,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,24169,2026-03-04,Verified
901,68828,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,17473,2025-04-07,Verified
902,86601,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,41784,2026-02-18,Verified
903,52925,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,55719,2025-03-05,Verified
904,35418,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,11083,2025-05-25,Verified
905,16221,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,71522,2026-03-03,Verified
906,57503,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,9701,2025-05-01,Verified
907,34696,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,72456,2025-01-29,Pending
908,67499,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,52086,2025-03-29,Pending
909,41449,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,92417,2026-02-20,Pending
910,48580,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,24291,2025-01-23,Pending
911,58855,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,24255,2026-03-15,Verified
912,45759,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,15886,2026-01-07,Pending
913,33480,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,3043,2026-02-03,Pending
914,80480,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,8681,2026-02-22,Verified
915,70407,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,21300,2025-01-21,Pending
916,13051,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,96312,2025-01-26,Verified
917,92870,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,63656,2025-10-06,Verified
918,19704,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,39861,2025-07-01,Verified
919,83641,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,98565,2026-01-24,Pending
920,84980,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,3867,2025-11-03,Verified
921,19017,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,94257,2025-02-10,Pending
922,32051,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,1034,2025-09-05,Verified
923,20810,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,19395,2025-02-16,Verified
924,88241,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,87399,2026-01-25,Verified
925,25351,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,32229,2026-02-16,Verified
926,41182,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,95216,2025-06-28,Verified
927,50570,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,52735,2025-05-10,Verified
928,86319,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,39071,2026-03-25,Verified
929,67607,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,5549,2026-02-14,Verified
930,52391,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,41625,2026-01-17,Pending
931,21261,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,23425,2025-07-04,Verified
932,56098,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,29356,2025-10-17,Verified
933,76979,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,52272,2025-05-07,Verified
934,38411,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,23747,2026-01-21,Verified
935,28207,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,31066,2025-02-26,Pending
936,49963,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,81262,2025-06-25,Pending
937,51837,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,2237,2026-01-04,Pending
938,19723,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,95964,2025-02-24,Pending
939,21402,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,28378,2025-06-14,Verified
940,11113,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,19229,2025-11-05,Pending
941,66692,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,46920,2025-06-10,Verified
942,45980,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,23443,2025-09-28,Pending
943,87773,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,79071,2026-01-18,Verified
944,28610,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,63132,2026-04-12,Pending
945,58443,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,84239,2025-01-17,Pending
946,20417,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,32187,2025-06-10,Verified
947,36819,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,69747,2025-08-25,Pending
948,85008,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,23995,2025-07-30,Pending
949,87943,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,99256,2025-11-13,Verified
950,27388,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,61293,2025-06-11,Pending
951,42849,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,40586,2026-01-13,Pending
952,10503,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,32085,2025-12-21,Verified
953,67347,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,3394,2025-08-05,Pending
954,77031,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,12516,2025-11-14,Verified
955,56172,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,7944,2025-06-25,Verified
956,22891,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,17645,2025-11-06,Pending
957,64888,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,63644,2025-12-17,Pending
958,96975,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,94512,2025-07-06,Verified
959,58103,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,10824,2026-02-19,Pending
960,14760,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,35146,2025-06-23,Pending
961,19457,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,29374,2025-02-02,Verified
962,37435,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,45281,2025-05-19,Pending
963,32468,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,7399,2025-06-21,Verified
964,92761,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,70255,2026-01-07,Verified
965,29460,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,43659,2025-07-12,Pending
966,99020,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,18604,2025-08-29,Verified
967,53881,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,59119,2025-06-06,Verified
968,71303,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,47953,2025-06-23,Verified
969,65432,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,8307,2025-05-18,Verified
970,80480,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,41913,2025-10-17,Verified
971,49846,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,59416,2025-02-17,Pending
972,78291,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,63970,2025-08-28,Pending
973,55797,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,60037,2025-05-20,Pending
974,22207,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,40098,2025-12-26,Pending
975,15531,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,24439,2026-05-12,Verified
976,31687,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,96700,2025-10-30,Pending
977,52867,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,30082,2025-11-17,Verified
978,39587,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,29674,2025-05-27,Verified
979,83343,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,1842,2025-10-15,Verified
980,80352,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,90397,2025-11-23,Verified
981,42222,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,14557,2026-03-29,Pending
982,61739,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,87600,2026-05-16,Pending
983,78677,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,84824,2025-05-13,Pending
984,79826,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,87869,2025-04-21,Pending
985,84682,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,50532,2026-01-28,Verified
986,72814,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,71942,2026-01-24,Verified
987,93103,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,78237,2025-09-10,Pending
988,45236,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,53726,2025-07-01,Pending
989,45082,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,15038,2025-10-04,Verified
990,75446,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,49417,2025-11-25,Pending
991,98659,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,2770,2025-06-05,Verified
992,66908,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,96898,2026-01-05,Pending
993,16376,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,10924,2025-03-09,Verified
